pca_dim,lda_dim,val_bal_acc,seed,num_subjects
5,1,0.003657760814249364,0,all
5,2,0.011704834605597965,0,all
5,3,0.024406276505513146,0,all
5,4,0.04175148430873621,0,all
5,5,0.05958969465648855,0,all
5,6,0.05958969465648855,0,all
5,7,0.05958969465648855,0,all
5,8,0.05958969465648855,0,all
5,9,0.05958969465648855,0,all
5,10,0.05958969465648855,0,all
5,11,0.05958969465648855,0,all
5,12,0.05958969465648855,0,all
5,13,0.05958969465648855,0,all
5,14,0.05958969465648855,0,all
5,15,0.05958969465648855,0,all
5,16,0.05958969465648855,0,all
5,17,0.05958969465648855,0,all
5,18,0.05958969465648855,0,all
5,19,0.05958969465648855,0,all
5,20,0.05958969465648855,0,all
15,1,0.0027989821882951657,0,all
15,2,0.00914440203562341,0,all
15,3,0.016449321458863443,0,all
15,4,0.026850084817642072,0,all
15,5,0.04016645462256149,0,all
15,6,0.05828562340966922,0,all
15,7,0.07522794741306192,0,all
15,8,0.102078032230704,0,all
15,9,0.12204728583545377,0,all
15,10,0.13883057675996607,0,all
15,11,0.15983354537743852,0,all
15,12,0.17115139949109415,0,all
15,13,0.18488655640373194,0,all
15,14,0.19599766751484307,0,all
15,15,0.20725190839694654,0,all
15,16,0.20725190839694654,0,all
15,17,0.20725190839694654,0,all
15,18,0.20725190839694654,0,all
15,19,0.20725190839694654,0,all
15,20,0.20725190839694654,0,all
25,1,0.0026081424936386763,0,all
25,2,0.00854537743850721,0,all
25,3,0.015256573367260391,0,all
25,4,0.02489927905004241,0,all
25,5,0.03832167090754877,0,all
25,6,0.052205258693808314,0,all
25,7,0.06712786259541985,0,all
25,8,0.08551738761662425,0,all
25,9,0.10829622561492791,0,all
25,10,0.12295907548770142,0,all
25,11,0.14060114503816792,0,all
25,12,0.1578774385072095,0,all
25,13,0.17412531806615775,0,all
25,14,0.1857824427480916,0,all
25,15,0.1967981340118745,0,all
25,16,0.20990245971162,0,all
25,17,0.2227947413061917,0,all
25,18,0.22812234944868534,0,all
25,19,0.2383375742154368,0,all
25,20,0.24748727735368958,0,all
